"input","output","section_texts"
"IT IS OBLIGATORY
FOR the Secretary of State
TO, In each calendar year, publish, or arrange to be published, special needs information which has been obtained under EA 1996
WHEN/IF/WHERE the Secretary of State thinks the publication of the information would be likely to assist the Secretary of State or others in improving the well-being of—
(a) children in England with special educational needs, and
(b) young people aged under 19 in England with special educational needs.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/76"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""In each calendar year, publish, or arrange to be published, special needs information which has been obtained under EA 1996"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the Secretary of State thinks the publication of the information would be likely to assist the Secretary of State or others in improving the well-being of— (a) children in England with special educational needs, and (b) young people aged under 19 in England with special educational needs."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/76""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/41""
  ]
}","[
  ""section-76""
]"
"IT IS OBLIGATORY
FOR information published under subsection (3)
TO be published in the form and manner that the Secretary of State thinks fit, except that the names of the children and young people to whom the information relates must not be included.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/76"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""information published under subsection (3)"",
  ""to"": ""be published in the form and manner that the Secretary of State thinks fit, except that the names of the children and young people to whom the information relates must not be included."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/78"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/26""
  ]
}","[
  ""section-76""
]"
"IT IS PERMITTED
FOR the Secretary of State
TO make a charge, or arrange for a charge to be made, for documents supplied by virtue of this section.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/76"",
  ""type"": ""PERMITTED"",
  ""for"": ""the Secretary of State"",
  ""to"": ""make a charge, or arrange for a charge to be made, for documents supplied by virtue of this section."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28""
  ]
}","[
  ""section-76""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO issue a code of practice giving guidance about the exercise of their functions under this Part to—
(a) local authorities in England;
(b) the governing bodies of schools;
(c) the governing bodies of institutions within the further education sector;
(d) the proprietors of Academies;
(e) the management committees of pupil referral units;
(f) the proprietors of institutions approved by the Secretary of State under section 41 (independent special schools and special post-16 institutions: approval);
(g) providers of relevant early years education;
(h) youth offending teams;
(i) persons in charge of relevant youth accommodation;
(j) NHS England;
(k) integrated care boards;
(l) NHS trusts;
(m) NHS foundation trusts;
(n) Local Health Boards.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/77"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""issue a code of practice giving guidance about the exercise of their functions under this Part to— (a) local authorities in England; (b) the governing bodies of schools; (c) the governing bodies of institutions within the further education sector; (d) the proprietors of Academies; (e) the management committees of pupil referral units; (f) the proprietors of institutions approved by the Secretary of State under section 41 (independent special schools and special post-16 institutions: approval); (g) providers of relevant early years education; (h) youth offending teams; (i) persons in charge of relevant youth accommodation; (j) NHS England; (k) integrated care boards; (l) NHS trusts; (m) NHS foundation trusts; (n) Local Health Boards."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38""
  ]
}","[
  ""section-77""
]"
"IT IS PERMITTED
FOR the Secretary of State
TO revise the code from time to time.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/77"",
  ""type"": ""PERMITTED"",
  ""for"": ""the Secretary of State"",
  ""to"": ""revise the code from time to time."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""
  ]
}","[
  ""section-77""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO publish the current version of the code.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/77"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""publish the current version of the code."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/78"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28""
  ]
}","[
  ""section-77""
]"
"IT IS OBLIGATORY
FOR the persons listed in subsection (1)
TO have regard to the code
WHEN/IF/WHERE exercising their functions under this Part.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/77"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the persons listed in subsection (1)"",
  ""to"": ""have regard to the code"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""exercising their functions under this Part."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/77""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/57"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/19""
  ]
}","[
  ""section-77""
]"
"IT IS OBLIGATORY
FOR those who exercise functions for the purpose of the exercise by the persons listed in subsection (1) of functions under this Part
TO have regard to the code.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/77"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""those who exercise functions for the purpose of the exercise by the persons listed in subsection (1) of functions under this Part"",
  ""to"": ""have regard to the code."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/57"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/79""
  ]
}","[
  ""section-77""
]"
"IT IS OBLIGATORY
FOR the First-tier Tribunal
TO have regard to any provision of the code that appears to it to be relevant to a question arising on an appeal under this Part.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/77"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the First-tier Tribunal"",
  ""to"": ""have regard to any provision of the code that appears to it to be relevant to a question arising on an appeal under this Part."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/51"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/73""
  ]
}","[
  ""section-77""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO prepare a draft of the code (or revised code)
WHEN/IF/WHERE the Secretary of State proposes to issue or revise a code under section 77.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/78"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""prepare a draft of the code (or revised code)"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the Secretary of State proposes to issue or revise a code under section 77."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/78""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/77""
  ]
}","[
  ""section-78""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO consult such persons as the Secretary of State thinks fit about the draft and must consider any representations made by them.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/78"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""consult such persons as the Secretary of State thinks fit about the draft and must consider any representations made by them."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/76"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28""
  ]
}","[
  ""section-78""
]"
"IT IS OBLIGATORY
FOR the Secretary of State
TO lay a copy of the draft before each House of Parliament
WHEN/IF/WHERE the Secretary of State decides to proceed with the draft (in its original form or with modifications).","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/78"",
  ""type"": ""OBLIGATORY"",
  ""for"": ""the Secretary of State"",
  ""to"": ""lay a copy of the draft before each House of Parliament"",
  ""conditions"": [
    {
      ""type"": ""WHEN/IF/WHERE"",
      ""text"": ""the Secretary of State decides to proceed with the draft (in its original form or with modifications)."",
      ""section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/78""
    }
  ],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/38"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28""
  ]
}","[
  ""section-78""
]"
"IT IS PROHIBITED
FOR the Secretary of State
TO take any further steps in relation to—
(a) a proposed code unless the draft is approved by a resolution of each House, or
(b) a proposed revised code if, within the 40-day period, either House resolves not to approve the draft.","{
  ""main_section"": ""https://www.legislation.gov.uk/ukpga/2014/6/section/78"",
  ""type"": ""PROHIBITED"",
  ""for"": ""the Secretary of State"",
  ""to"": ""take any further steps in relation to— (a) a proposed code unless the draft is approved by a resolution of each House, or (b) a proposed revised code if, within the 40-day period, either House resolves not to approve the draft."",
  ""conditions"": [],
  ""_alt_section_urls"": [
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/28"",
    ""https://www.legislation.gov.uk/ukpga/2014/6/section/33""
  ]
}","[
  ""section-78""
]"
